language,noun,color,attribute,case,count_index,surface
en,duck,black,large,plural,4,six large black ducks
en,duck,black,large,plural,5,seven large black ducks
en,duck,black,large,plural,6,eight large black ducks
en,duck,black,young,nom,,the young black duck
en,duck,black,young,acc,,the young black duck
en,duck,black,young,dat,,the young black duck
en,duck,black,young,plural,0,two young black ducks
en,duck,black,young,plural,1,three young black ducks
en,duck,black,young,plural,2,four young black ducks
en,duck,black,young,plural,3,five young black ducks
en,duck,black,young,plural,4,six young black ducks
en,duck,black,young,plural,5,seven young black ducks
en,duck,black,young,plural,6,eight young black ducks
en,duck,black,old,nom,,the old black duck
en,duck,black,old,acc,,the old black duck
en,duck,black,old,dat,,the old black duck
en,duck,black,old,plural,0,two old black ducks
en,duck,black,old,plural,1,three old black ducks
en,duck,black,old,plural,2,four old black ducks
en,duck,black,old,plural,3,five old black ducks
en,duck,black,old,plural,4,six old black ducks
en,duck,black,old,plural,5,seven old black ducks
en,duck,black,old,plural,6,eight old black ducks
en,duck,white,small,nom,,the small white duck
en,duck,white,small,acc,,the small white duck
en,duck,white,small,dat,,the small white duck
en,duck,white,small,plural,0,two small white ducks
en,duck,white,small,plural,1,three small white ducks
en,duck,white,small,plural,2,four small white ducks
en,duck,white,small,plural,3,five small white ducks
en,duck,white,small,plural,4,six small white ducks
en,duck,white,small,plural,5,seven small white ducks
en,duck,white,small,plural,6,eight small white ducks
en,duck,white,large,nom,,the large white duck
en,duck,white,large,acc,,the large white duck
en,duck,white,large,dat,,the large white duck
en,duck,white,large,plural,0,two large white ducks
en,duck,white,large,plural,1,three large white ducks
en,duck,white,large,plural,2,four large white ducks
en,duck,white,large,plural,3,five large white ducks
en,duck,white,large,plural,4,six large white ducks
en,duck,white,large,plural,5,seven large white ducks
en,duck,white,large,plural,6,eight large white ducks
en,duck,white,young,nom,,the young white duck
en,duck,white,young,acc,,the young white duck
en,duck,white,young,dat,,the young white duck
en,duck,white,young,plural,0,two young white ducks
en,duck,white,young,plural,1,three young white ducks
en,duck,white,young,plural,2,four young white ducks
en,duck,white,young,plural,3,five young white ducks
en,duck,white,young,plural,4,six young white ducks
en,duck,white,young,plural,5,seven young white ducks
en,duck,white,young,plural,6,eight young white ducks
en,duck,white,old,nom,,the old white duck
en,duck,white,old,acc,,the old white duck
en,duck,white,old,dat,,the old white duck
en,duck,white,old,plural,0,two old white ducks
en,duck,white,old,plural,1,three old white ducks
en,duck,white,old,plural,2,four old white ducks
en,duck,white,old,plural,3,five old white ducks
en,duck,white,old,plural,4,six old white ducks
en,duck,white,old,plural,5,seven old white ducks
en,duck,white,old,plural,6,eight old white ducks
en,horse,red,small,nom,,the small red horse
en,horse,red,small,acc,,the small red horse
en,horse,red,small,dat,,the small red horse
en,horse,red,small,plural,0,two small red horses
en,horse,red,small,plural,1,three small red horses
en,horse,red,small,plural,2,four small red horses
en,horse,red,small,plural,3,five small red horses
en,horse,red,small,plural,4,six small red horses
en,horse,red,small,plural,5,seven small red horses
en,horse,red,small,plural,6,eight small red horses
en,horse,red,large,nom,,the large red horse
en,horse,red,large,acc,,the large red horse
en,horse,red,large,dat,,the large red horse
en,horse,red,large,plural,0,two large red horses
en,horse,red,large,plural,1,three large red horses
en,horse,red,large,plural,2,four large red horses
en,horse,red,large,plural,3,five large red horses
en,horse,red,large,plural,4,six large red horses
en,horse,red,large,plural,5,seven large red horses
en,horse,red,large,plural,6,eight large red horses
en,horse,red,young,nom,,the young red horse
en,horse,red,young,acc,,the young red horse
en,horse,red,young,dat,,the young red horse
en,horse,red,young,plural,0,two young red horses
en,horse,red,young,plural,1,three young red horses
en,horse,red,young,plural,2,four young red horses
en,horse,red,young,plural,3,five young red horses
en,horse,red,young,plural,4,six young red horses
en,horse,red,young,plural,5,seven young red horses
en,horse,red,young,plural,6,eight young red horses
en,horse,red,old,nom,,the old red horse
en,horse,red,old,acc,,the old red horse
en,horse,red,old,dat,,the old red horse
en,horse,red,old,plural,0,two old red horses
en,horse,red,old,plural,1,three old red horses
en,horse,red,old,plural,2,four old red horses
en,horse,red,old,plural,3,five old red horses
en,horse,red,old,plural,4,six old red horses
en,horse,red,old,plural,5,seven old red horses
en,horse,red,old,plural,6,eight old red horses
en,horse,blue,small,nom,,the small blue horse
en,horse,blue,small,acc,,the small blue horse
en,horse,blue,small,dat,,the small blue horse
en,horse,blue,small,plural,0,two small blue horses
en,horse,blue,small,plural,1,three small blue horses
en,horse,blue,small,plural,2,four small blue horses
en,horse,blue,small,plural,3,five small blue horses
en,horse,blue,small,plural,4,six small blue horses
en,horse,blue,small,plural,5,seven small blue horses
en,horse,blue,small,plural,6,eight small blue horses
en,horse,blue,large,nom,,the large blue horse
en,horse,blue,large,acc,,the large blue horse
en,horse,blue,large,dat,,the large blue horse
en,horse,blue,large,plural,0,two large blue horses
en,horse,blue,large,plural,1,three large blue horses
en,horse,blue,large,plural,2,four large blue horses
en,horse,blue,large,plural,3,five large blue horses
en,horse,blue,large,plural,4,six large blue horses
en,horse,blue,large,plural,5,seven large blue horses
en,horse,blue,large,plural,6,eight large blue horses
en,horse,blue,young,nom,,the young blue horse
en,horse,blue,young,acc,,the young blue horse
en,horse,blue,young,dat,,the young blue horse
en,horse,blue,young,plural,0,two young blue horses
en,horse,blue,young,plural,1,three young blue horses
en,horse,blue,young,plural,2,four young blue horses
en,horse,blue,young,plural,3,five young blue horses
en,horse,blue,young,plural,4,six young blue horses
en,horse,blue,young,plural,5,seven young blue horses
en,horse,blue,young,plural,6,eight young blue horses
en,horse,blue,old,nom,,the old blue horse
en,horse,blue,old,acc,,the old blue horse
en,horse,blue,old,dat,,the old blue horse
en,horse,blue,old,plural,0,two old blue horses
en,horse,blue,old,plural,1,three old blue horses
en,horse,blue,old,plural,2,four old blue horses
en,horse,blue,old,plural,3,five old blue horses
en,horse,blue,old,plural,4,six old blue horses
en,horse,blue,old,plural,5,seven old blue horses
en,horse,blue,old,plural,6,eight old blue horses
en,horse,green,small,nom,,the small green horse
en,horse,green,small,acc,,the small green horse
en,horse,green,small,dat,,the small green horse
en,horse,green,small,plural,0,two small green horses
en,horse,green,small,plural,1,three small green horses
en,horse,green,small,plural,2,four small green horses
en,horse,green,small,plural,3,five small green horses
en,horse,green,small,plural,4,six small green horses
en,horse,green,small,plural,5,seven small green horses
en,horse,green,small,plural,6,eight small green horses
en,horse,green,large,nom,,the large green horse
en,horse,green,large,acc,,the large green horse
en,horse,green,large,dat,,the large green horse
en,horse,green,large,plural,0,two large green horses
en,horse,green,large,plural,1,three large green horses
en,horse,green,large,plural,2,four large green horses
en,horse,green,large,plural,3,five large green horses
en,horse,green,large,plural,4,six large green horses
en,horse,green,large,plural,5,seven large green horses
en,horse,green,large,plural,6,eight large green horses
en,horse,green,young,nom,,the young green horse
en,horse,green,young,acc,,the young green horse
en,horse,green,young,dat,,the young green horse
en,horse,green,young,plural,0,two young green horses
en,horse,green,young,plural,1,three young green horses
en,horse,green,young,plural,2,four young green horses
en,horse,green,young,plural,3,five young green horses
en,horse,green,young,plural,4,six young green horses
en,horse,green,young,plural,5,seven young green horses
en,horse,green,young,plural,6,eight young green horses
en,horse,green,old,nom,,the old green horse
en,horse,green,old,acc,,the old green horse
en,horse,green,old,dat,,the old green horse
en,horse,green,old,plural,0,two old green horses
en,horse,green,old,plural,1,three old green horses
en,horse,green,old,plural,2,four old green horses
en,horse,green,old,plural,3,five old green horses
en,horse,green,old,plural,4,six old green horses
en,horse,green,old,plural,5,seven old green horses
en,horse,green,old,plural,6,eight old green horses
en,horse,yellow,small,nom,,the small yellow horse
en,horse,yellow,small,acc,,the small yellow horse
en,horse,yellow,small,dat,,the small yellow horse
en,horse,yellow,small,plural,0,two small yellow horses
en,horse,yellow,small,plural,1,three small yellow horses
en,horse,yellow,small,plural,2,four small yellow horses
en,horse,yellow,small,plural,3,five small yellow horses
en,horse,yellow,small,plural,4,six small yellow horses
en,horse,yellow,small,plural,5,seven small yellow horses
en,horse,yellow,small,plural,6,eight small yellow horses
en,horse,yellow,large,nom,,the large yellow horse
en,horse,yellow,large,acc,,the large yellow horse
en,horse,yellow,large,dat,,the large yellow horse
en,horse,yellow,large,plural,0,two large yellow horses
en,horse,yellow,large,plural,1,three large yellow horses
en,horse,yellow,large,plural,2,four large yellow horses
en,horse,yellow,large,plural,3,five large yellow horses
en,horse,yellow,large,plural,4,six large yellow horses
en,horse,yellow,large,plural,5,seven large yellow horses
en,horse,yellow,large,plural,6,eight large yellow horses
en,horse,yellow,young,nom,,the young yellow horse
en,horse,yellow,young,acc,,the young yellow horse
en,horse,yellow,young,dat,,the young yellow horse
en,horse,yellow,young,plural,0,two young yellow horses
en,horse,yellow,young,plural,1,three young yellow horses
en,horse,yellow,young,plural,2,four young yellow horses
en,horse,yellow,young,plural,3,five young yellow horses
en,horse,yellow,young,plural,4,six young yellow horses
en,horse,yellow,young,plural,5,seven young yellow horses
en,horse,yellow,young,plural,6,eight young yellow horses
en,horse,yellow,old,nom,,the old yellow horse
en,horse,yellow,old,acc,,the old yellow horse
en,horse,yellow,old,dat,,the old yellow horse
en,horse,yellow,old,plural,0,two old yellow horses
en,horse,yellow,old,plural,1,three old yellow horses
en,horse,yellow,old,plural,2,four old yellow horses
en,horse,yellow,old,plural,3,five old yellow horses
en,horse,yellow,old,plural,4,six old yellow horses
en,horse,yellow,old,plural,5,seven old yellow horses
en,horse,yellow,old,plural,6,eight old yellow horses
en,horse,black,small,nom,,the small black horse
en,horse,black,small,acc,,the small black horse
en,horse,black,small,dat,,the small black horse
en,horse,black,small,plural,0,two small black horses
en,horse,black,small,plural,1,three small black horses
en,horse,black,small,plural,2,four small black horses
en,horse,black,small,plural,3,five small black horses
en,horse,black,small,plural,4,six small black horses
en,horse,black,small,plural,5,seven small black horses
en,horse,black,small,plural,6,eight small black horses
en,horse,black,large,nom,,the large black horse
en,horse,black,large,acc,,the large black horse
en,horse,black,large,dat,,the large black horse
en,horse,black,large,plural,0,two large black horses
en,horse,black,large,plural,1,three large black horses
en,horse,black,large,plural,2,four large black horses
en,horse,black,large,plural,3,five large black horses
en,horse,black,large,plural,4,six large black horses
en,horse,black,large,plural,5,seven large black horses
en,horse,black,large,plural,6,eight large black horses
en,horse,black,young,nom,,the young black horse
en,horse,black,young,acc,,the young black horse
en,horse,black,young,dat,,the young black horse
en,horse,black,young,plural,0,two young black horses
en,horse,black,young,plural,1,three young black horses
en,horse,black,young,plural,2,four young black horses
en,horse,black,young,plural,3,five young black horses
en,horse,black,young,plural,4,six young black horses
en,horse,black,young,plural,5,seven young black horses
en,horse,black,young,plural,6,eight young black horses
en,horse,black,old,nom,,the old black horse
en,horse,black,old,acc,,the old black horse
en,horse,black,old,dat,,the old black horse
en,horse,black,old,plural,0,two old black horses
en,horse,black,old,plural,1,three old black horses
en,horse,black,old,plural,2,four old black horses
en,horse,black,old,plural,3,five old black horses
en,horse,black,old,plural,4,six old black horses
